Record ID,Title,Type,Language,Subject Classification,System 1,Code,System 2,Code,System 3,Code,Gold,Gold Code
3A1645658597,Handbuch des Deutschen in West- und Mitteleuropa : Sprachminderheiten und Mehrsprachigkeitskonstellationen,Book,de,(classificationName=linsearch:mapping)lin,Sprachpolitik | gnd:4077732-7,NNN,,NNN,Linguistic Landscape | gnd:1212065077,NNN,,
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Deutsch | gnd:4113292-0,YYY,Sprache | gnd:4056449-6,YYY,Sprache | gnd:4056449-6,YYY,Vergleichende Sprachwissenschaft | gnd:4187739-1,FNM
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Minderheitensprache | gnd:4132313-0,N,Linguistik | gnd:4074250-7,N,Deutsch | gnd:4113292-0,N,Mentalität | gnd:4114570-7,FNM
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Sprachliche Minderheit | gnd:4131504-2,III,Wahrnehmung | gnd:4064317-7,III,Linguistik | gnd:4074250-7,III,Kultur | gnd:4125698-0,FNM
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Sprachinsel | gnd:4233286-2,NNN,Kultur | gnd:4125698-0,NNN,Wahrnehmung | gnd:4064317-7,NNN,Sprache | gnd:4056449-6,TP
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Soziolinguistik | gnd:4077623-2,YYY,,YYY,Sprachwahrnehmung | gnd:4077745-5,YYY,,
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Psycholinguistik | gnd:4127537-8,NNN,,NNN,Denken | gnd:4011450-8,NNN,,
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Sprachtheorie | gnd:4121708-1,N,,N,Gesprochene Sprache | gnd:4020717-1,N,,
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Globalisierung | gnd:4557997-0,N,,N,Spiegel | gnd:4056203-7,N,,
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Sprache | gnd:4056449-6,N,,N,Spiegel Motiv | gnd:4121704-4,N,,
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Nationalsozialismus | gnd:4041316-0,N,,N,Kognitive Linguistik | gnd:4246269-1,N,,
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Politische Sprache | gnd:4046559-7,N,,N,Reziprozität Linguistik | gnd:4603846-2,N,,
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Linguistik | gnd:4074250-7,YYY,,YYY,Sapir-Whorf-Hypothese | gnd:4128116-0,YYY,,
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Sprachwandel | gnd:4056508-7,N,,N,Wohnumfeld | gnd:4079368-0,N,,
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Sprachentwicklung | gnd:4182511-1,N,,N,Psycholinguistik | gnd:4127537-8,N,,
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Rechtssprache | gnd:4048839-1,N,,N,Sprachphilosophie | gnd:4056486-1,N,,
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Germanistik | gnd:4020383-9,N,,N,Aborigines | gnd:4000178-7,N,,
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Bedrohte Sprache | gnd:4602206-5,N,,N,Soziolinguistik | gnd:4077623-2,N,,
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Tote Sprache | gnd:4203079-1,N,,N,Regenwald | gnd:4131965-5,N,,
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Zweisprachiger Unterricht | gnd:7581317-8,N,,N,Sprachpolitik | gnd:4077732-7,N,,
3A1681233886,Im Spiegel der Sprache : warum die Welt in anderen Sprachen anders aussieht,Book,de,(classificationName=linsearch:mapping)lin,Fachsprache | gnd:4016216-3,N,,N,Sprachkritik | gnd:4056475-7,N,,
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,Soziolinguistik | gnd:4077623-2,III,Mehrsprachigkeit | gnd:4038403-2,III,Soziolinguistik | gnd:4077623-2,III,Mehrsprachigkeit | gnd:4038403-2,TP
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,Sprachwandel | gnd:4056508-7,YYY,Kolonialismus | gnd:4073624-6,YYY,Mehrsprachigkeit | gnd:4038403-2,YYY,Englisch | gnd:4014777-0,TP
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,Sprachkontakt | gnd:4077723-6,YYY,Sprachwandel | gnd:4056508-7,YYY,Englisch | gnd:4014777-0,YYY,Französisch | gnd:4113615-9,FNM5
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,Pidgin-Sprachen | gnd:4076134-4,III,Indigenismus | gnd:4127662-0,III,Postkolonialismus | gnd:4566658-1,III,,
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,Kreolisierung | gnd:4165629-5,III,,III,Sprache | gnd:4056449-6,III,,
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,Englisch | gnd:4014777-0,III,,III,Kolonialismus | gnd:4073624-6,III,,
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,Sprachvariante | gnd:4077741-8,III,,III,Sprachvariante | gnd:4077741-8,III,,
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,Kontrastive Linguistik | gnd:4073708-1,III,,III,Linguistik | gnd:4074250-7,III,,
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,Ethnolinguistik | gnd:4153097-4,YYY,,YYY,Pidgin-Englisch | gnd:4046030-7,YYY,,
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,World Englishes | gnd:1065686323,YYY,,YYY,Französisch | gnd:4113615-9,YYY,,
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,Linguistik | gnd:4074250-7,YYY,,YYY,Pragmatik | gnd:4076315-8,YYY,,
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,Weltsprache | gnd:4442166-7,N,,N,Sprachentwicklung | gnd:4182511-1,N,,
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,Sprache | gnd:4056449-6,III,,III,Höflichkeit | gnd:4160349-7,III,,
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,Diskursanalyse | gnd:4194747-2,YYY,,YYY,Sprachkontakt | gnd:4077723-6,YYY,,
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,Rassismus Motiv | gnd:4306688-4,III,,III,Sprachwandel | gnd:4056508-7,III,,
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,Literatur | gnd:4035964-5,YYY,,YYY,Pidgin-Sprachen | gnd:4076134-4,YYY,,
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,Mehrsprachigkeit | gnd:4038403-2,N,,N,Sprachpolitik | gnd:4077732-7,N,,
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,Kolonialismus | gnd:4073624-6,N,,N,Weltsprache | gnd:4442166-7,N,,
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,Verkehrssprache | gnd:4191537-9,N,,N,Evolution | gnd:4071050-6,N,,
3A792504461,Structural and sociolinguistic perspectives on indigenisation : on multilingualism and language evolution,Book,en,(classificationName=linsearch:mapping)lin,Pidgin-Englisch | gnd:4046030-7,N,,N,Kultur | gnd:4125698-0,N,,
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Englisch | gnd:4014777-0,YYY,Englisch | gnd:4014777-0,YYY,Korpus Linguistik | gnd:4165338-5,YYY,Präposition | gnd:4047008-8,TP
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Linguistik | gnd:4074250-7,YYY,Korpus Linguistik | gnd:4165338-5,YYY,Englisch | gnd:4014777-0,YYY,Englisch | gnd:4014777-0,TP
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Literaturwissenschaft | gnd:4036034-9,N,Präposition | gnd:4047008-8,N,Mehrworteinheit | gnd:4655985-1,N,,
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Literatur | gnd:4035964-5,NNN,,NNN,Gesprochene Sprache | gnd:4020717-1,NNN,,
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Anglistik | gnd:4002046-0,YYY,,YYY,Präposition | gnd:4047008-8,YYY,,
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Pragmatik | gnd:4076315-8,NNN,,NNN,Pragmatik | gnd:4076315-8,NNN,,
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Historische Sprachwissenschaft | gnd:4127276-6,N,,N,Text | gnd:4059596-1,N,,
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Semasiologie | gnd:4077365-6,N,,N,Kontrastive Linguistik | gnd:4073708-1,N,,
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Erinnerung Motiv | gnd:4193441-6,NNN,,NNN,Semantik | gnd:4054490-4,NNN,,
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Intermedialität | gnd:4605581-2,N,,N,Literatur | gnd:4035964-5,N,,
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Korpus Linguistik | gnd:4165338-5,N,,N,Historische Sprachwissenschaft | gnd:4127276-6,N,,
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Tschechisch | gnd:4061084-6,N,,N,Textsorte | gnd:4059664-3,N,,
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Sprachtheorie | gnd:4121708-1,III,,III,Linguistik | gnd:4074250-7,III,,
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Theorie | gnd:4059787-8,N,,N,Kompositum | gnd:4130468-8,N,,
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Heldin Motiv | gnd:4474346-4,N,,N,Funktion | gnd:4195664-3,N,,
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Digital Humanities | gnd:1038714850,N,,N,Textlinguistik | gnd:4124307-9,N,,
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Reformation Motiv | gnd:4177345-7,N,,N,Funktionalismus Linguistik | gnd:4125129-5,N,,
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Wirtschaft Motiv | gnd:4190031-5,N,,N,Literaturwissenschaft | gnd:4036034-9,N,,
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Frauenliteratur | gnd:4113622-6,N,,N,Fiktion | gnd:4192723-0,N,,
3A828081131,The function and use of TO and OF in multi-word units,Book,en,(classificationName=linsearch:mapping)lin,Literaturunterricht | gnd:4036032-5,N,,N,Gebrauchstext | gnd:4130591-7,N,,
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Englisch | gnd:4014777-0,III,Mittelenglisch | gnd:4039676-9,III,Englisch | gnd:4014777-0,III,Mittelenglisch | gnd:4039676-9,TP
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Historische Sprachwissenschaft | gnd:4127276-6,YYY,Fremdsprachenlernen | gnd:4071461-5,YYY,Mittelenglisch | gnd:4039676-9,YYY,Lehnwort | gnd:4035076-9,FNM
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Altenglisch | gnd:4112501-0,N,Angelsachsen | gnd:4002009-5,N,Mittelalter | gnd:4129108-6,N,,
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Sprachwandel | gnd:4056508-7,N,,N,Literatur | gnd:4035964-5,N,,
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Syntax | gnd:4058779-4,NNN,,NNN,Altenglisch | gnd:4112501-0,NNN,,
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Lexikografie | gnd:4035548-2,N,,N,Beeinflussung | gnd:4005203-5,N,,
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Morphologie Linguistik | gnd:4170560-9,III,,III,Skandinavische Sprachen | gnd:4120035-4,III,,
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Kulturkontakt | gnd:4033569-0,III,,III,Latein | gnd:4114364-4,III,,
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Sprachkontakt | gnd:4077723-6,III,,III,Syntax | gnd:4058779-4,III,,
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Mittelenglisch | gnd:4039676-9,YYY,,YYY,Sprachkontakt | gnd:4077723-6,YYY,,
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Latein | gnd:4114364-4,III,,III,Französisch | gnd:4113615-9,III,,
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Rechtschreibung | gnd:4048780-5,N,,N,Namenkunde | gnd:4075199-5,N,,
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Grammatik | gnd:4021806-5,III,,III,Anglistik | gnd:4002046-0,III,,
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Literatur | gnd:4035964-5,III,,III,Linguistik | gnd:4074250-7,III,,
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Mittelhochdeutsch | gnd:4039687-3,N,,N,Mittellatein | gnd:4039691-5,N,,
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Metrik | gnd:4039002-0,I,,I,Morphologie | gnd:4040289-7,I,,
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Minderheitensprache | gnd:4132313-0,N,,N,Morphologie Linguistik | gnd:4170560-9,N,,
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Etymologie | gnd:4015640-0,I,,I,Semantik | gnd:4054490-4,I,,
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Grammatiktheorie | gnd:4140778-7,N,,N,Keltische Sprachen | gnd:4121992-2,N,,
3A640863299,Foreign influences on medieval English : [papers presented at the International conference on foreigen influences on Medieval English held in Warsaw on 12-13 december 2009],Conference,en,(classificationName=linsearch:mapping)lin,Keltische Sprachen | gnd:4121992-2,N,,N,Fremdheit Motiv | gnd:4212059-7,N,,
3A831859067,"Sprachwissenschaft im Fokus : Positionsbestimmungen und Perspektiven ; [50. Jahrestagung des Instituts für Deutsche Sprache, Mannheim 11. - 13. März 2014]",Conference,de,(classificationName=linsearch:mapping)lin,Computerlinguistik | gnd:4035843-4,YYY,Linguistik | gnd:4074250-7,YYY,Linguistik | gnd:4074250-7,YYY,Deutsch | gnd:4113292-0,TP
3A831859067,"Sprachwissenschaft im Fokus : Positionsbestimmungen und Perspektiven ; [50. Jahrestagung des Instituts für Deutsche Sprache, Mannheim 11. - 13. März 2014]",Conference,de,(classificationName=linsearch:mapping)lin,Englisch | gnd:4014777-0,YYY,Lexikografie | gnd:4035548-2,YYY,Deutsch | gnd:4113292-0,YYY,,
3A831859067,"Sprachwissenschaft im Fokus : Positionsbestimmungen und Perspektiven ; [50. Jahrestagung des Instituts für Deutsche Sprache, Mannheim 11. - 13. März 2014]",Conference,de,(classificationName=linsearch:mapping)lin,Korpus Linguistik | gnd:4165338-5,I,Lexikologie | gnd:4114409-0,I,Lexikologie | gnd:4114409-0,I,,
3A831859067,"Sprachwissenschaft im Fokus : Positionsbestimmungen und Perspektiven ; [50. Jahrestagung des Instituts für Deutsche Sprache, Mannheim 11. - 13. März 2014]",Conference,de,(classificationName=linsearch:mapping)lin,Digital Humanities | gnd:1038714850,N,Korpus Linguistik | gnd:4165338-5,N,Gesprochene Sprache | gnd:4020717-1,N,,
3A831859067,"Sprachwissenschaft im Fokus : Positionsbestimmungen und Perspektiven ; [50. Jahrestagung des Instituts für Deutsche Sprache, Mannheim 11. - 13. März 2014]",Conference,de,(classificationName=linsearch:mapping)lin,Linguistik | gnd:4074250-7,N,Grammatik | gnd:4021806-5,N,Korpus Linguistik | gnd:4165338-5,N,,
3A831859067,"Sprachwissenschaft im Fokus : Positionsbestimmungen und Perspektiven ; [50. Jahrestagung des Instituts für Deutsche Sprache, Mannheim 11. - 13. März 2014]",Conference,de,(classificationName=linsearch:mapping)lin,Grammatik | gnd:4021806-5,I,Sprachgebrauch | gnd:4191506-9,I,Lexikografie | gnd:4035548-2,I,,
3A831859067,"Sprachwissenschaft im Fokus : Positionsbestimmungen und Perspektiven ; [50. Jahrestagung des Instituts für Deutsche Sprache, Mannheim 11. - 13. März 2014]",Conference,de,(classificationName=linsearch:mapping)lin,Anglistik | gnd:4002046-0,N,,N,Computerlinguistik | gnd:4035843-4,N,,
3A831859067,"Sprachwissenschaft im Fokus : Positionsbestimmungen und Perspektiven ; [50. Jahrestagung des Instituts für Deutsche Sprache, Mannheim 11. - 13. März 2014]",Conference,de,(classificationName=linsearch:mapping)lin,Amerikanistik | gnd:4142196-6,YYY,,YYY,Germanistik | gnd:4020383-9,YYY,,
3A831859067,"Sprachwissenschaft im Fokus : Positionsbestimmungen und Perspektiven ; [50. Jahrestagung des Instituts für Deutsche Sprache, Mannheim 11. - 13. März 2014]",Conference,de,(classificationName=linsearch:mapping)lin,Lehrmittel | gnd:4074111-4,I,,I,Grammatik | gnd:4021806-5,I,,
3A831859067,"Sprachwissenschaft im Fokus : Positionsbestimmungen und Perspektiven ; [50. Jahrestagung des Instituts für Deutsche Sprache, Mannheim 11. - 13. März 2014]",Conference,de,(classificationName=linsearch:mapping)lin,Theorie | gnd:4059787-8,III,,III,Sprache | gnd:4056449-6,III,,
