Record ID,Title,Type,Language,Subject Classification,System 1,Code,System 2,Code2,System 3,Code3,Gold,Train Freq,Gold Code
3A1652958894,Sicherung des Schienenverkehrs : Grundlagen und Planung der Leit- und Sicherungstechnik,Book,de,(classificationName=linsearch:mapping)ver,Systemtechnik | gnd:4140901-2,N,,,Bahnsteuerung | gnd:4042803-5,N,,,
3A1652958894,Sicherung des Schienenverkehrs : Grundlagen und Planung der Leit- und Sicherungstechnik,Book,de,(classificationName=linsearch:mapping)ver,Berufsverband | gnd:4005953-4,N,,,Bahnplanung | gnd:4267628-9,N,,,
3A1652958894,Sicherung des Schienenverkehrs : Grundlagen und Planung der Leit- und Sicherungstechnik,Book,de,(classificationName=linsearch:mapping)ver,Fahrweg | gnd:4153577-7,Y,,,Verkehrssicherheit | gnd:4062962-4,Y,,,
3A1652958894,Sicherung des Schienenverkehrs : Grundlagen und Planung der Leit- und Sicherungstechnik,Book,de,(classificationName=linsearch:mapping)ver,Verkehrsleittechnik | gnd:4133709-8,Y,,,Steuerung | gnd:4057472-6,N,,,
3A1652958894,Sicherung des Schienenverkehrs : Grundlagen und Planung der Leit- und Sicherungstechnik,Book,de,(classificationName=linsearch:mapping)ver,Zugsicherung | gnd:4191115-5,Y,,,Zugriffskontrolle | gnd:4293034-0,N,,,
3A1652958894,Sicherung des Schienenverkehrs : Grundlagen und Planung der Leit- und Sicherungstechnik,Book,de,(classificationName=linsearch:mapping)ver,Elektronisches Stellwerk | gnd:4151928-0,Y,,,Eisenbahnbetrieb | gnd:4014024-6,Y,,,
3A1652958894,Sicherung des Schienenverkehrs : Grundlagen und Planung der Leit- und Sicherungstechnik,Book,de,(classificationName=linsearch:mapping)ver,Logistik | gnd:4036210-3,N,,,Aktor | gnd:4198914-4,N,,,
3A1652958894,Sicherung des Schienenverkehrs : Grundlagen und Planung der Leit- und Sicherungstechnik,Book,de,(classificationName=linsearch:mapping)ver,Elektrische Bahn | gnd:4014196-2,N,,,Planung | gnd:4046235-3,N,,,
3A1652958894,Sicherung des Schienenverkehrs : Grundlagen und Planung der Leit- und Sicherungstechnik,Book,de,(classificationName=linsearch:mapping)ver,Eisenbahnsignalanlage | gnd:4515524-0,Y,,,Sicherheitsplanung | gnd:4217560-4,I?,,,
3A1652958894,Sicherung des Schienenverkehrs : Grundlagen und Planung der Leit- und Sicherungstechnik,Book,de,(classificationName=linsearch:mapping)ver,Schienenverkehr | gnd:4052371-8,Y,,,Informationsverarbeitung | gnd:4161678-9,N,,,
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Datensicherung | gnd:4011144-1,N,Autonomes Fahrzeug | gnd:7714938-5,Y,Autonomes Fahrzeug | gnd:7714938-5,Y,Stadtverkehr | gnd:4056783-7,39,FNM
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Autonome Gruppe | gnd:4365111-2,N,Forschung | gnd:4017894-8,N,Mobilität | gnd:4039785-3,N,Bordcomputer | gnd:4146312-2,2,FNM
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Qualitätssicherung | gnd:4126457-5,N,Mobilität | gnd:4039785-3,N,Autonomie | gnd:4003974-2,I,Verkehrssicherheit | gnd:4062962-4,25,FNM
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Absatzfinanzierung | gnd:4141089-0,N,Technologie | gnd:4059276-5,N,Diskurs | gnd:4012475-7,N,Autonomes Fahrzeug | gnd:7714938-5,56,TP
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Autonomiestatut | gnd:4485231-9,N,,,Fahrzeug | gnd:4016320-9,I,Mobilität | gnd:4039785-3,75,TP
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Informationstechnik | gnd:4026926-7,N,,,Zukunft | gnd:4068097-6,I,Straßenverkehr | gnd:4057931-1,31,FNM5
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Schienenverkehr | gnd:4052371-8,N,,,Gesellschaft | gnd:4020588-5,N,,,
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Automation | gnd:4003957-2,I,,,Unbemanntes Fahrzeug | gnd:7658899-3,Y,,,
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Kraftwagen | gnd:4129315-0,I,,,Fahrerloses Transportsystem | gnd:4016284-9,N,,,
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Kraftfahrzeugindustrie | gnd:4032690-1,I,,,Transport | gnd:4060680-6,N,,,
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Car-to-Car-Kommunikation | gnd:1024622754,I,,,Automation | gnd:4003957-2,I,,,
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Autonomes Fahrzeug | gnd:7714938-5,Y,,,Kraftfahrzeug | gnd:4073757-3,I,,,
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Eisenbahnbetrieb | gnd:4014024-6,N,,,Straßenfahrzeug | gnd:4137755-2,I,,,
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Recht | gnd:4048737-4,I,,,Wissenschaft | gnd:4066562-8,N,,,
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Personenkraftwagen | gnd:4076001-7,I,,,Verkehr | gnd:4062901-6,I,,,
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Digitale Revolution | gnd:7854804-4,I,,,Forschung | gnd:4017894-8,N,,,
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Technik | gnd:4059205-4,I,,,Diskursanalyse | gnd:4194747-2,N,,,
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Digitalisierung | gnd:4123065-6,I,,,Straßenverkehr | gnd:4057931-1,Y,,,
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Mensch-Maschine-Kommunikation | gnd:4125909-9,I,,,Fahrerassistenzsystem | gnd:4622983-8,I,,,
3A837972051,Autonomes Fahren : wo wir heute stehen und was noch zu tun ist,Book,de,(classificationName=linsearch:mapping)ver,Finanzdienstleistung | gnd:4212226-0,N,,,Nachhaltigkeit | gnd:4326464-5,N,,,
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",Zielerkennung | gnd:4190792-9,N,Signalverarbeitung | gnd:4054947-1,Y,Radar | gnd:4176765-2,Y,Störsender | gnd:4273774-6,1,TP
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",Bildanalyse | gnd:4145391-8,N,Störsender | gnd:4273774-6,Y,Störsender | gnd:4273774-6,Y,AWACS | gnd:4309079-5,0,FNM
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",Flugsicherung | gnd:4154771-8,N,betrügen | gnd:4554780-4,N,Radarsignal | gnd:4176776-7,Y,Raum-Zeit-Signalverarbeitung | gnd:4834654-8,3,FNM
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",Raum-Zeit | gnd:4302626-6,N,Wetterradar | gnd:4270420-0,N,Signalverarbeitung | gnd:4054947-1,Y,Bordradar | gnd:4456131-3,1,FNC
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",Radarziel | gnd:4176777-9,N,,,Radarortung | gnd:4176775-5,N,Zielerkennung | gnd:4190792-9,7,FNM
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",C++ | gnd:4193909-8,N,,,Elektronische Gegenmaßnahme | gnd:1082384615,N,Täuschung (Militär) | gnd:4184333-2,0,FNM
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",Computersimulation | gnd:4148259-1,N,,,Doppler-Radar | gnd:4150457-4,N,,,
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",Signaldetektion | gnd:4181266-9,N,,,Modellierung | gnd:4170297-9,N,,,
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",Zielverfolgung | gnd:4190799-1,N,,,Raum-Zeit | gnd:4302626-6,N,,,
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",Zielverfolgungsradar | gnd:4590902-7,N,,,Adaptive Signalverarbeitung | gnd:4128146-9,N,,,
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",Modellierung | gnd:4170297-9,N,,,Nachweis | gnd:4115334-0,N,,,
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",Sonar | gnd:4181785-0,N,,,Bordradar | gnd:4456131-3,N,,,
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",Elektronische Gegenmaßnahme | gnd:1082384615,N,,,Täuschung | gnd:4125622-0,Y,,,
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",Signalverarbeitung | gnd:4054947-1,Y,,,Signalanalyse | gnd:4181260-8,Y,,,
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",Radarsignal | gnd:4176776-7,Y,,,Signaldetektion | gnd:4181266-9,I,,,
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",Störsender | gnd:4273774-6,Y,,,Elektronische Kampfführung | gnd:4129475-0,N,,,
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",Signalanalyse | gnd:4181260-8,Y,,,Konfitüre | gnd:4123548-4,N,,,
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",Radar | gnd:4176765-2,Y,,,Radarziel | gnd:4176777-9,N,,,
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",Adaptive Signalverarbeitung | gnd:4128146-9,N,,,Passives Radar | gnd:1129814718,N,,,
3A1007389885,Recent advancements in airborne radar signal processing : emerging research and opportunities,Book,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)elt",Radarortung | gnd:4176775-5,N,,,Radarsensor | gnd:4809985-5,I,,,
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",ICE | gnd:4113987-2,N,Stadtentwicklung | gnd:4056730-8,Y,Bahnhofsarchitektur | gnd:4219214-6,Y,Bahnhof | gnd:4129465-8,2,TP
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",Modulbauweise | gnd:4125467-3,N,Bahnhof | gnd:4129465-8,Y,Bahnhof | gnd:4129465-8,Y,,,
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",Empfangsgebäude | gnd:4152093-2,N,,,Eisenbahn | gnd:4014015-5,I,,,
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",Hochgeschwindigkeitszug | gnd:4113934-3,N,,,Stadtplanung | gnd:4056754-0,Y,,,
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",Reihenhaus | gnd:4049202-3,N,,,Kaufhaus | gnd:4273408-3,N,,,
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",Liliputbahn | gnd:4512846-7,N,,,Stadtviertel | gnd:4077814-9,Y,,,
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",Schnellbahn | gnd:4712313-8,N,,,Personenbahnhof | gnd:4628366-3,Y?,,,
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",Eisenbahn | gnd:4014015-5,N,,,Architektur | gnd:4002851-3,I,,,
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",Eisenbahnverkehr | gnd:4151503-1,N,,,Bauen im Bestand | gnd:4817881-0,N,,,
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",Bahnstromversorgung | gnd:4207348-0,N,,,Bahnhofsviertel | gnd:4466729-2,Y,,,
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",Kleinstadt | gnd:4031110-7,N,,,Untergrundbahnstation | gnd:4186982-5,N,,,
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",S-Bahnnetz | gnd:4775241-5,N,,,Eisenbahnzug | gnd:4151506-7,N,,,
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",Privatisierung | gnd:4047297-8,N,,,Gebäude | gnd:4156127-2,I,,,
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",Untergrundbahn | gnd:4078569-5,N,,,Rathaus | gnd:4176999-5,Y,,,
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",Strukturreform | gnd:4245206-5,N,,,Einkauf | gnd:4013874-4,N,,,
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",S-Bahn | gnd:4051865-6,N,,,Ausstellung | gnd:4129601-1,Y,,,
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",Bahnhof | gnd:4129465-8,Y,,,Nutzungsänderung | gnd:4042840-0,Y,,,
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",Bahnhofsarchitektur | gnd:4219214-6,Y,,,Neubau | gnd:4171533-0,Y,,,
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",Personenbahnhof | gnd:4628366-3,N,,,Wandel | gnd:4234987-4,I,,,
3A329564714,Der Altonaer Bahnhof im Wandel der Zeiten,Conference,de,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)arc",Untergrundbahnnetz | gnd:4584289-9,N,,,Industrialisierung | gnd:4026776-3,N,,,
3A1670077489,"ICAF 2019 – Structural integrity in the age of additive manufacturing : proceedings of the 30th Symposium of the International Committee on Aeronautical Fatigue, June 2-7, 2019, Krakow, Poland",Conference,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)phy,(classificationName=linsearch:mapping)fer",Verbundwerkstoff | gnd:4062670-2,N,Luftfahrt | gnd:4036557-8,I,Materialermüdung | gnd:4074631-8,Y,Luftfahrzeugtechnik | gnd:4036563-3,6,FNM5
3A1670077489,"ICAF 2019 – Structural integrity in the age of additive manufacturing : proceedings of the 30th Symposium of the International Committee on Aeronautical Fatigue, June 2-7, 2019, Krakow, Poland",Conference,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)phy,(classificationName=linsearch:mapping)fer",Verbundbauweise | gnd:4193001-0,N,Luft- und Raumfahrtindustrie | gnd:4048576-6,I,Risikoanalyse | gnd:4137042-9,Y,Rapid Prototyping (Fertigung) | gnd:4389159-7,45,FNM5
3A1670077489,"ICAF 2019 – Structural integrity in the age of additive manufacturing : proceedings of the 30th Symposium of the International Committee on Aeronautical Fatigue, June 2-7, 2019, Krakow, Poland",Conference,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)phy,(classificationName=linsearch:mapping)fer",Aluminiumlegierung | gnd:4001586-5,N,Lebensverlängerung | gnd:4167056-5,N,Additiv | gnd:4112451-0,N,Materialermüdung | gnd:4074631-8,15,TP
3A1670077489,"ICAF 2019 – Structural integrity in the age of additive manufacturing : proceedings of the 30th Symposium of the International Committee on Aeronautical Fatigue, June 2-7, 2019, Krakow, Poland",Conference,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)phy,(classificationName=linsearch:mapping)fer",Fehlererkennung | gnd:4133764-5,N,Strukturelle Stabilität | gnd:4295517-8,Y,Lebensverlängerung | gnd:4167056-5,N,Strukturelle Stabilität | gnd:4295517-8,4,FNM
3A1670077489,"ICAF 2019 – Structural integrity in the age of additive manufacturing : proceedings of the 30th Symposium of the International Committee on Aeronautical Fatigue, June 2-7, 2019, Krakow, Poland",Conference,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)phy,(classificationName=linsearch:mapping)fer",Online-Ressource | gnd:4511937-5,N,,,Flugtauglichkeit | gnd:4514597-0,Y,,,
3A1670077489,"ICAF 2019 – Structural integrity in the age of additive manufacturing : proceedings of the 30th Symposium of the International Committee on Aeronautical Fatigue, June 2-7, 2019, Krakow, Poland",Conference,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)phy,(classificationName=linsearch:mapping)fer",Elastomechanik | gnd:4014161-5,N,,,Flugzeugbau | gnd:4154782-2,Y,,,
3A1670077489,"ICAF 2019 – Structural integrity in the age of additive manufacturing : proceedings of the 30th Symposium of the International Committee on Aeronautical Fatigue, June 2-7, 2019, Krakow, Poland",Conference,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)phy,(classificationName=linsearch:mapping)fer",Statistische Analyse | gnd:4116599-8,N,,,Flugzeug | gnd:4017672-1,Y,,,
3A1670077489,"ICAF 2019 – Structural integrity in the age of additive manufacturing : proceedings of the 30th Symposium of the International Committee on Aeronautical Fatigue, June 2-7, 2019, Krakow, Poland",Conference,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)phy,(classificationName=linsearch:mapping)fer",Fehleranalyse | gnd:4016608-9,N,,,Structural Health Monitoring | gnd:1088793878,Y,,,
3A1670077489,"ICAF 2019 – Structural integrity in the age of additive manufacturing : proceedings of the 30th Symposium of the International Committee on Aeronautical Fatigue, June 2-7, 2019, Krakow, Poland",Conference,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)phy,(classificationName=linsearch:mapping)fer",Dichtung Technik | gnd:4012116-1,N,,,Ermüdungsriss | gnd:4474307-5,Y,,,
3A1670077489,"ICAF 2019 – Structural integrity in the age of additive manufacturing : proceedings of the 30th Symposium of the International Committee on Aeronautical Fatigue, June 2-7, 2019, Krakow, Poland",Conference,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)phy,(classificationName=linsearch:mapping)fer",Bruchfestigkeit | gnd:4139715-0,I,,,Zerstörungsfreie Werkstoffprüfung | gnd:4067689-4,N,,,
3A1670077489,"ICAF 2019 – Structural integrity in the age of additive manufacturing : proceedings of the 30th Symposium of the International Committee on Aeronautical Fatigue, June 2-7, 2019, Krakow, Poland",Conference,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)phy,(classificationName=linsearch:mapping)fer",Technische Mechanik | gnd:4059231-5,I,,,Risikomanagement | gnd:4121590-4,N,,,
3A1670077489,"ICAF 2019 – Structural integrity in the age of additive manufacturing : proceedings of the 30th Symposium of the International Committee on Aeronautical Fatigue, June 2-7, 2019, Krakow, Poland",Conference,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)phy,(classificationName=linsearch:mapping)fer",Rumpfwerk | gnd:4193797-1,I,,,Rapid Prototyping Fertigung | gnd:4389159-7,Y,,,
3A1670077489,"ICAF 2019 – Structural integrity in the age of additive manufacturing : proceedings of the 30th Symposium of the International Committee on Aeronautical Fatigue, June 2-7, 2019, Krakow, Poland",Conference,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)phy,(classificationName=linsearch:mapping)fer",Werkstoffprüfung | gnd:4037934-6,Y,,,Luftfahrttechnik | gnd:4168244-0,Y,,,
3A1670077489,"ICAF 2019 – Structural integrity in the age of additive manufacturing : proceedings of the 30th Symposium of the International Committee on Aeronautical Fatigue, June 2-7, 2019, Krakow, Poland",Conference,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)phy,(classificationName=linsearch:mapping)fer",Structural Health Monitoring | gnd:1088793878,Y,,,Verbundwerkstoff | gnd:4062670-2,N,,,
3A1670077489,"ICAF 2019 – Structural integrity in the age of additive manufacturing : proceedings of the 30th Symposium of the International Committee on Aeronautical Fatigue, June 2-7, 2019, Krakow, Poland",Conference,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)phy,(classificationName=linsearch:mapping)fer",Materialermüdung | gnd:4074631-8,Y,,,Flugwerk | gnd:4708139-9,N,,,
3A1670077489,"ICAF 2019 – Structural integrity in the age of additive manufacturing : proceedings of the 30th Symposium of the International Committee on Aeronautical Fatigue, June 2-7, 2019, Krakow, Poland",Conference,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)phy,(classificationName=linsearch:mapping)fer",Werkstoffmechanik | gnd:1076028772,Y,,,Inspektion | gnd:4461772-0,Y,,,
3A1670077489,"ICAF 2019 – Structural integrity in the age of additive manufacturing : proceedings of the 30th Symposium of the International Committee on Aeronautical Fatigue, June 2-7, 2019, Krakow, Poland",Conference,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)phy,(classificationName=linsearch:mapping)fer",Nieten | gnd:4171892-6,N,,,Luftfahrzeugtechnik | gnd:4036563-3,Y,,,
3A1670077489,"ICAF 2019 – Structural integrity in the age of additive manufacturing : proceedings of the 30th Symposium of the International Committee on Aeronautical Fatigue, June 2-7, 2019, Krakow, Poland",Conference,en,"(classificationName=linsearch:mapping)ver,(classificationName=linsearch:mapping)phy,(classificationName=linsearch:mapping)fer",Kraftfahrzeugindustrie | gnd:4032690-1,N,,,Materialmodellierung | gnd:1112294007,I?,,,
