Record ID,Title,Type,Language,Subject Classification,System 1,Code,System 2,Code,System 3,Code,Gold,Train Freq,Gold Code
3A1736439154,"Studien zu Homer, zur Tragödie und zum Satyrspiel",Book,de,(classificationName=linsearch:mapping)lit,Meerweib | gnd:4228017-5,N,,N,Rache Motiv | gnd:4224342-7,N,,,
3A1736439154,"Studien zu Homer, zur Tragödie und zum Satyrspiel",Book,de,(classificationName=linsearch:mapping)lit,Nixe | gnd:4131399-9,N,,N,Rezeptionsforschung | gnd:4177962-9,N,,,
3A1736439154,"Studien zu Homer, zur Tragödie und zum Satyrspiel",Book,de,(classificationName=linsearch:mapping)lit,Versepik | gnd:4187989-2,N,,N,Studium | gnd:4058216-4,N,,,
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Kelten | gnd:4030206-4,YYY,Mythologie | gnd:4041005-5,YYY,Mythologie | gnd:4041005-5,YYY,Nordgermanen | gnd:4075459-5,1,FNC
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Germanen | gnd:4020378-5,III,Deutsch | gnd:4113292-0,III,Germanen | gnd:4020378-5,III,Mythologie | gnd:4041005-5,21,TP
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Mythologie | gnd:4041005-5,III,,III,Literatur | gnd:4035964-5,III,,,
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Englischunterricht | gnd:4014801-4,NNN,,NNN,Deutsch | gnd:4113292-0,NNN,,,
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Romantik | gnd:4050491-8,NNN,,NNN,Mittelhochdeutsch | gnd:4039687-3,NNN,,,
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Das Romantische | gnd:4201485-2,NNN,,NNN,Mythos | gnd:4075159-4,NNN,,,
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Lyrik | gnd:4036774-5,III,,III,Hobbit | gnd:4477153-8,III,,,
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Antike | gnd:4068754-5,N,,N,Entstehung | gnd:4156614-2,N,,,
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Fantastische Literatur | gnd:4126324-8,N,,N,Mythos Motiv | gnd:4202767-6,N,,,
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Englisch | gnd:4014777-0,N,,N,ME Mythologie | gnd:4806975-9,N,,,
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Kultur | gnd:4125698-0,III,,III,Roman | gnd:4050479-7,III,,,
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Mythos | gnd:4075159-4,N,,N,Skandinavische Sprachen | gnd:4120035-4,N,,,
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Elfe | gnd:4278074-3,III,,III,Englisch | gnd:4014777-0,III,,,
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Fee | gnd:4325485-8,NNN,,NNN,Religion | gnd:4049396-9,NNN,,,
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Modellierung | gnd:4170297-9,NNN,,NNN,Kelten | gnd:4030206-4,NNN,,,
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Analyse | gnd:4122795-5,NNN,,NNN,Volkskunde | gnd:4078937-8,NNN,,,
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Literatur | gnd:4035964-5,N,,N,Geografie | gnd:4020216-1,N,,,
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Baltistik | gnd:4576777-4,N,,N,Herkunft Motiv | gnd:4698245-0,N,,,
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Roman | gnd:4050479-7,N,,N,Deutsche | gnd:4070334-4,N,,,
3A1742736750,Mittelerde : Tolkien und die germanische Mythologie,Book,de,(classificationName=linsearch:mapping)lit,Nationenbildung | gnd:4075230-6,N,,N,Kreatur Motiv | gnd:1049666992,N,,,
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Rezeption | gnd:4049716-1,III,Anpassung | gnd:4128128-7,III,Verfilmung | gnd:4062809-7,III,Adaption (Literatur) | gnd:102289935X,2,TP
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Soziologie | gnd:4077624-4,YYY,,YYY,Adaption Literatur | gnd:102289935X,YYY,,,
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Drama | gnd:4012899-4,NNN,,NNN,Forschung | gnd:4017894-8,NNN,,,
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Antike | gnd:4068754-5,NNN,,NNN,Forschungsmethode | gnd:4155046-8,NNN,,,
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Literatur | gnd:4035964-5,N,,N,Methodologie | gnd:4139716-2,N,,,
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Historische Prosa | gnd:4160015-0,NNN,,NNN,Medien | gnd:4169187-8,NNN,,,
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Englisch | gnd:4014777-0,NNN,,NNN,Roman | gnd:4050479-7,NNN,,,
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Film | gnd:4017102-4,NNN,,NNN,Drama | gnd:4012899-4,NNN,,,
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Homosexualität Motiv | gnd:4122204-0,N,,N,Methode | gnd:4038971-6,N,,,
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Theater | gnd:4059702-7,NNN,,NNN,Film | gnd:4017102-4,NNN,,,
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Kanon | gnd:4131583-2,N,,N,Intermedialität | gnd:4605581-2,N,,,
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Buchhandel | gnd:4008626-4,N,,N,Dramatiker | gnd:4140241-8,N,,,
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Biografieforschung | gnd:4132300-2,N,,N,Bühnenbearbeitung | gnd:4402794-1,N,,,
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Verfilmung | gnd:4062809-7,N,,N,Bibliografie | gnd:4006432-3,N,,,
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Komödie | gnd:4031952-0,N,,N,Romancier | gnd:4124076-5,N,,,
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Dramatikerpreis des Kulturkreises der deutschen Wirtschaft im BDI | gnd:1167863887,N,,N,Medienforschung | gnd:4074658-6,N,,,
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Aufführung | gnd:4143388-9,NNN,,NNN,Theorie | gnd:4059787-8,NNN,,,
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Metrik | gnd:4039002-0,NNN,,NNN,Neue Medien | gnd:4196910-8,NNN,,,
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Rasse Motiv | gnd:4254018-5,NNN,,NNN,Rezeption | gnd:4049716-1,NNN,,,
3A1780562055,The Arden research handbook of Shakespeare and adaptation,Book,en,(classificationName=linsearch:mapping)lit,Theater Motiv | gnd:4117199-8,NNN,,NNN,Fernsehen | gnd:4016825-6,NNN,,,
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Film | gnd:4017102-4,YYY,Comic | gnd:4010427-8,YYY,Comic | gnd:4010427-8,YYY,Animationsfilm | gnd:4142484-0,11,FNC
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Comic | gnd:4010427-8,III,Intermedialität | gnd:4605581-2,III,Film | gnd:4017102-4,III,Comic | gnd:4010427-8,47,TP
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Geografie | gnd:4020216-1,YYY,Medienkultur | gnd:7622329-2,YYY,Graphic Novel | gnd:7658564-5,YYY,Intermedialität | gnd:4605581-2,29,TP
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Geografieunterricht | gnd:4020219-7,III,,III,Superheld | gnd:4291285-4,III,,,
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Graphic Novel | gnd:7658564-5,YYY,,YYY,Intermedialität | gnd:4605581-2,YYY,,,
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Multikulturelle Gesellschaft Motiv | gnd:4619007-7,III,,III,Verfilmung | gnd:4062809-7,III,,,
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Agency-Theorie | gnd:4126353-4,YYY,,YYY,Medien | gnd:4169187-8,YYY,,,
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Fan | gnd:4131020-2,NNN,,NNN,Comic Motiv | gnd:4369151-1,NNN,,,
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Erzählforschung | gnd:4152968-6,III,,III,Manga | gnd:4627787-0,III,,,
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Kunst | gnd:4114333-4,NNN,,NNN,Kultur | gnd:4125698-0,NNN,,,
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Rezeption | gnd:4049716-1,N,,N,Wechselwirkung | gnd:4064937-4,N,,,
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Antike | gnd:4068754-5,N,,N,Aufsatzsammlung | gnd:4143413-4,N,,,
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Gewaltdarstellung | gnd:4113749-8,N,,N,Grafik | gnd:4021845-4,N,,,
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Wirkung | gnd:4190021-2,N,,N,Held | gnd:4125655-4,N,,,
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Massenmedien | gnd:4037877-9,N,,N,Fantastischer Film | gnd:4126326-1,N,,,
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Literaturtheorie | gnd:4036031-3,N,,N,Medienwissenschaft | gnd:4169194-5,N,,,
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Comicfigur | gnd:4340549-6,N,,N,Journalismus | gnd:4028779-8,N,,,
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Phänomenologie | gnd:4045660-2,N,,N,Comicfigur | gnd:4340549-6,N,,,
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Medienwissenschaft | gnd:4169194-5,N,,N,Medienkultur | gnd:7622329-2,N,,,
3A615728146,"Comics as a nexus of cultures : essays on the interplay of media, disciplines and international perspectives",Book,en,(classificationName=linsearch:mapping)lit,Filmgestalt | gnd:4474147-9,N,,N,Held Motiv | gnd:4159483-6,N,,,
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Poetik | gnd:4046449-0,III,Lyrik | gnd:4036774-5,III,Lyrik | gnd:4036774-5,III,Geschlechterrolle (Motiv) | gnd:4222106-7,14,FNM
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Deutsch | gnd:4113292-0,N,Poetik | gnd:4046449-0,N,Philosophie | gnd:4045791-6,N,Deutsch | gnd:4113292-0,766,FNM5
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Literatur | gnd:4035964-5,YYY,Aufklärung | gnd:4003524-4,YYY,Aufklärung | gnd:4003524-4,YYY,Poetologische Lyrik | gnd:4323424-0,1,TP
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Literaturwissenschaft | gnd:4036034-9,YYY,,YYY,Poetologische Lyrik | gnd:4323424-0,YYY,Gattungstheorie | gnd:4137287-6,10,FNM5
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Germanistik | gnd:4020383-9,N,,N,Diskurs | gnd:4012475-7,N,Aufklärung | gnd:4003524-4,57,TP
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Geschlechterforschung | gnd:4482930-9,NNN,,NNN,Literaturkritik | gnd:4036020-9,NNN,,,
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Queer-Theorie | gnd:7628620-4,NNN,,NNN,Literaturgattung | gnd:4074285-4,NNN,,,
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Oxymoron | gnd:4173035-5,N,,N,Erleuchtung | gnd:4137271-2,N,,,
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Reim | gnd:4130015-4,YYY,,YYY,Gattungstheorie | gnd:4137287-6,YYY,,,
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Mittelhochdeutsch | gnd:4039687-3,YYY,,YYY,Deutsch | gnd:4113292-0,YYY,,,
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Frau Motiv | gnd:4113617-2,III,,III,Poetologie | gnd:4323423-9,III,,,
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Epik | gnd:4015025-2,III,,III,Lyriktheorie | gnd:4114471-5,III,,,
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Schönheit | gnd:4053125-9,N,,N,Poetik | gnd:4046449-0,N,,,
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Legende | gnd:4035028-9,I,,I,Gattung | gnd:4156088-7,I,,,
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Dichtergedicht | gnd:4274595-0,III,,III,Literatur | gnd:4035964-5,III,,,
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Literaturunterricht | gnd:4036032-5,NNN,,NNN,Rezeption | gnd:4049716-1,NNN,,,
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Tragödie | gnd:4060591-7,NNN,,NNN,Kommunikation | gnd:4031883-7,NNN,,,
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Kommunikation | gnd:4031883-7,N,,N,Social Media | gnd:4639271-3,N,,,
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Dedikation | gnd:4148981-0,N,,N,Gesellschaftskritik | gnd:4020643-9,N,,,
3A1013196589,"Poetologische Lyrik der Frühaufklärung : Gattungsfragen, Diskurse, Genderaspekte",Thesis,de,(classificationName=linsearch:mapping)lit,Literaturtheorie | gnd:4036031-3,N,,N,"Dichtung Begriff, Motiv | gnd:7532557-3",N,,,
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Leser | gnd:4035441-6,III,Literaturwissenschaft | gnd:4036034-9,III,Jugendliteratur | gnd:4028911-4,III,Textanalyse | gnd:4194196-2,30,FNM5
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Cross-over Literatur | gnd:7554819-7,III,Leser | gnd:4035441-6,III,Kinderliteratur | gnd:4073409-2,III,,,
3A1655828231,Harry Potters literarischer Zauber : eine Analyse zum Erfolg der Buchserie,Thesis,de,(classificationName=linsearch:mapping)lit,Adressat | gnd:4200587-5,III,Medienwissenschaft | gnd:4169194-5,III,Literatur | gnd:4035964-5,III,,,
